entry_id,entry_name,year_from,year_to,region_id,world_region
919,Catholicism in contemporary Croatia,1995,2020,1068,Europe
921,Bhils,1700,2020,1070,South Asia
922,British Isles: Mixed Roman and British Polytheism,-50,400,992,Europe
923,British Isles: Introduction of Early Christianity through the End of Columban/Irish Christianity,200,700,992,Europe
924,Muridiyya of Senegal,1853,2022,1072,Africa
925,Rabbinic Judaism (Babylonia),220,650,1073,Southwest Asia
926,Ladakhi Buddhism,842,2020,1074,South Asia
927,Zealots,0,74,485,Southwest Asia
928,The Ghost Dance Movement and the Lakota Sioux,1860,1910,1075,North America
929,Drikung Kagyu,1143,2020,1076,South Asia
931,The Society of Jesus (Jesuits) in Britain,1580,2020,1078,Europe
933,Marcionites,144,1000,1080,Europe
934,Mongolian Buddhism during the Revolutionary Period,1911,1940,1081,Central Eurasia
935,Nigerian Pentecostalism,1910,2020,1082,Africa
937,Vestal Virgins,-800,394,872,Europe
938,Ugarit,-1600,-1185,1084,Southwest Asia
939,Goodenough and Fergusson Islanders,1875,1900,1085,Oceania-Australia
940,Julio-Claudian Imperial Cult,-31,68,132,Europe
941,Chan Buddhists in early Qing period,1600,1700,1087,East Asia
942,African Methodist Episcopal Church,1816,2020,1095,Africa
943,Moravian Missionaries in Nunatsiavut,1752,2020,1091,North America
944,Mohyla's Ukrainian Church,1620,1700,1101,Europe
945,Vasco-Aquitanian Religion,100,400,1106,Europe
946,Nyingma (rnying ma),700,1959,1129,South Asia
948,Christianity in Ephesus,120,300,1094,Southwest Asia
949,The Church of All Worlds,1963,2020,1096,North America
950,The Religious Society of Friends,1652,2020,1125,Africa
952,Ethiopian Jews,1980,2020,1104,Southwest Asia
953,Sachchai,1975,2020,1140,South Asia
955,British Isles: Augustinian/Roman Christianity,600,800,992,Europe
956,Iron Age Britain: Mid to Late Pre-Roman Iron Age,-500,-55,992,Europe
957,Spartan Religion,-800,-300,1142,Europe
958,Society of Jesus,1540,1773,498,Europe
959,Iron Age Britain: Romano-Celtic Era,-55,286,992,Europe
960,Bön (Bon),1000,2020,1107,South Asia
961,Romanian Orthodox Church,1885,2020,1108,Europe
962,Amdo Gelukpa,1400,2000,1109,East Asia
963,The Knights Templar,1119,1312,1110,Europe
964,Baul Fakirs of Bengal,1800,2020,1111,South Asia
965,Pachomian Monasticism,323,548,1112,Africa
966,"Naqshbandī Order, Naqshbandī Tarīqa, Naqshbandīyyah, Khwājagān,",1318,2020,1113,Central Eurasia
967,Unitarian Universalism,1825,2020,1123,Europe
968,"Anabaptist Mennonites in North America, 1683-2021",1683,2021,1115,North America
969,Adi Dravida/Valluva Sakya Buddhism,1891,1940,1117,South Asia
970,Cult of Isis (Mysteries of Isis),-323,500,132,Europe
971,Gāṇapatya,500,2020,1135,South Asia
972,Nestorian Christianity,431,1500,1121,Southwest Asia
973,The Sarna religion of the Oraons of Jharkhand,1845,2019,1136,South Asia
974,"Greek Chalcedonian Christians, Nicaea",1204,1261,1124,Southwest Asia
975,Neo-Charismatic Movement - Third Wave Charismatic Movement,1980,2020,1018,North America
976,Mising Community,1187,2019,1133,South Asia
977,Chishti Sufis,1200,2020,1127,South Asia
978,Indonesian Catholicism,1500,2020,1053,Southeast Asia
980,Pure Land Buddhist Schools in Early Medieval Japan,1175,1333,1141,East Asia
981,Nation of Islam,1930,2020,1153,North America
982,The Samaritans (Persian to early Roman periods),-499,100,1138,Southwest Asia
983,Tibetan and Himalayan Mundane and Landscape Cults,600,2020,1107,South Asia
984,Calvinism (Early/Reformation),1520,1565,1139,Europe
985,The Victorines,1108,1299,1143,Europe
986,Theurgy,150,529,1144,Europe
987,"Parsis, Zoroastrians of India",1600,2020,1145,South Asia
988,Churches of Christ- United States,1832,2020,1146,North America
989,Opus Dei,1928,2020,1147,Europe
991,Beat Buddhism,1944,1969,1149,North America
993,Pontifex Maximus and Pontifices (Pontifical College),-712,380,872,Europe
994,"Monastic Communities of Lower Egypt: Nitria, Kellia, Scetis",330,470,1150,Africa
995,Tamil Neo-Saivism,1841,2020,1151,South Asia
997,Ancient Egypt - Early Dynastic Period,-2950,-2670,535,Africa
1004,Religion in Roman Ostia,-200,300,1158,Europe
1005,Religion in Elam,-2600,-539,1159,South Asia
1006,Ancient Egypt - Old Kingdom,-2670,-2168,535,Africa
1008,Ancient Egypt - First Intermediate Period,-2168,-2010,535,Africa
1010,Pythagoreanism,-530,200,1163,Europe
1011,Kingdom of Edom,-800,-550,1208,Southwest Asia
1012,Inhabitants of Medieval Kurgus,550,1500,1178,Africa
1013,Estado da Índia Renegades in Deccan,1510,1640,1165,South Asia
1015,Ancient Egypt - Predynastic Period - Early Naqada Culture,-4000,-2950,517,Africa
1016,Ancient Egypt - Predynastic Period - Cultures of Lower Egypt,-4000,-3400,529,Africa
1018,Goa,1510,1600,1166,South Asia
1024,Universal Salvation Ritual,1200,1920,1170,East Asia
1025,Dalikal Ppo Klaong Garai,1151,2020,762,Southeast Asia
1026,Temple of Confucius (Kong Temple),-200,1900,1180,East Asia
1028,German Pietists (Hasidei Ashkenaz),1100,1250,1173,Europe
1029,Zigao 子羔,-325,-278,1174,East Asia
1030,The Way of Tang and Yu (Tang yu zhi dao 唐虞之道),-325,-278,1175,East Asia
1031,Eastern Roman Manichaeism,300,600,1177,Europe
1034,Rongchengshi 容成氏,-325,-278,1179,East Asia
1037,Third Intermediate Period in Ancient Egypt,-1100,-650,535,Africa
1038,Sino-Muslims in Qing China,1644,1911,1183,East Asia
1039,(Archaeology of) Religion in New Kingdom Nubia,-1550,-1070,1184,Africa
1040,Tomb of Tutankhamun (KV 62),-1334,-1325,1185,Africa
1041,Korean Catholicism,1600,2021,1188,East Asia
1042,Zichiji 資持記,1078,1085,1248,East Asia
1043,Islam in Aceh,1500,2020,1187,Southeast Asia
1044,Han Imperial Cult under Emperor Wu,-141,-87,89,East Asia
1048,The Sanctuaries of the Egyptian Gods at Delos,-230,-60,1191,Africa
1049,Chalcolithic Southern Levant,-4500,-3600,44,Southwest Asia
1050,All Things Flow Into Form (Fanwu liuxing 凡物流形),-300,-278,1174,East Asia
1051,Religion at Tell el-Dab'a (ancient Avaris) in Ancient Egypt,-1960,-1550,1296,Africa
1052,The Dunhuang Platform Sūtra,780,1000,1193,East Asia
1054,Wenzi 文子,-202,2021,1195,East Asia
1055,Taijitu shuo 太極圖說,1050,2021,1216,East Asia
1056,The ancient Egyptian Amduat - tomb of Thutmose III,-1479,-1425,1196,Southwest Asia
1057,Fuzi 傅子,217,278,1197,East Asia
1058,Syŏnggyŏng chikhae kwang-ik,1780,1920,1198,East Asia
1060,The Taizhou Movement,1500,1600,1225,East Asia
1062,"Shangshu 尚書 (""Higher Writings""; also, ""Documents"")",-500,1911,809,East Asia
1063,"Lunyu 論語, The Analects",-500,1911,809,East Asia
1065,Ancient Egypt- Tomb of Nefertari,-1250,-1250,1205,Africa
1067,"*Xing zi ming chu 性自命出, Natural Dispositions Come from Endowment",-400,-200,809,East Asia
1068,"Longmen Grottoes in Luoyang, Henan Province of P. R. China",1,2021,1316,East Asia
1069,Religion at Deir el-Medina,-1504,-1069,1207,Africa
1070,The Sanctuary of the Egyptian Gods in Marathon,150,200,1209,Europe
1071,Digital Shinto Communities,2001,2021,1435,Africa
1072,Ancient Egypt - The Temple of Mentuhotep II,-2055,-2004,1211,Africa
1074,Chuci zhangju,-139,140,1272,East Asia
1075,Dazhidu lun 大智度論,402,406,1212,East Asia
1076,Inquisitors of Goa's Santo Ofício,1560,1773,1166,South Asia
1077,The Cherished Instruction (Baoxun 保訓),-325,-278,1214,East Asia
1078,Hymns to the Aten,-1352,-1336,34,Africa
1079,Tongshu 通書,1050,2021,1216,East Asia
1080,Cheng weishi lun 成唯識論,659,660,1426,East Asia
1081,The Abydos Temple of Khentiamentiu,-2750,-2150,1218,Africa
1082,Lion Temple (Apedemak Temple) at Musawwarat es-Sufra,-235,300,1219,Africa
1083,Drukpa Kagyü School (Bhutan),1625,2021,1227,South Asia
1087,The Bogomils,969,1400,1224,Europe
1089,"The ""Sarapeion"" of Thessalonica",-210,300,1228,Europe
1094,The Temple Complex at Jebel Barkal,-1500,300,1233,Africa
1095,Punjabi (West),1947,1958,1237,South Asia
1096,The Tomb of Meresankh III,-2620,-2570,1238,Africa
1098,Shuzi gua excavated material,-1200,300,1240,East Asia
1100,Fanyin,-200,-100,1253,East Asia
1101,Natchez,1710,1730,1243,North America
1102,The Royal Cache - Theban Tomb 320,-1069,-945,1244,Africa
1104,Tomb of Nefermaat and Itet (Meidum 16),-2613,-2589,1247,Africa
1105,The Tomb of Paser TT367,-1427,602,1249,Africa
1106,Old Kingdom Religion at Abydos,-2750,-2150,1266,Africa
1108,Early Christianity and Monasticism in Egypt,0,600,1254,Southwest Asia
1109,Chan Buddhism in the Song,960,1279,1255,East Asia
1110,Twana,1845,1875,1256,North America
1112,Xifang Helun 西方合論,1599,1599,1258,East Asia
1113,The Double-Basilica at Thasos (Aliki),350,500,601,Europe
1117,Ancient Egyptian Book of the Earth – Tomb of Ramesses VI,-1145,-1139,1260,Africa
1119,Karnak Temple (New Kingdom),-1550,-1086,1262,Africa
1120,Liji 禮記,-551,1911,1263,East Asia
1121,Sahyadri Khanda (Purana),1400,1800,1264,South Asia
1123,Ancient Egypt - Tomb of Amenmose TT318,-1500,-1400,136,Africa
1124,The ancient Egyptian Book of Two Ways,-2000,-1840,1267,Africa
1125,Ancient Egypt - the Ramesside Period,-1292,-1070,1269,Africa
1126,The Tomb of Khnumhotep I at Beni Hassan,-1992,-1956,1270,Africa
1127,Anglican Church of Korea,1890,2021,1271,East Asia
1129,Ancient Thessalians,-700,476,1274,Europe
1130,The Sanctuary of the Egyptian Gods in Dion,-200,300,1275,Europe
1133,Religion in Greco-Roman Egypt,-305,284,1287,Africa
1134,Tiantai,538,2022,1278,East Asia
1135,Tiger Hill,-496,2021,1279,East Asia
1136,The Fellowship of Goodness 同善社 (Tongshanshe),1910,1951,1280,East Asia
1138,Sanctuary of Malophoros,-699,-250,1282,Europe
1140,Early Medieval Confucianism,220,589,1373,East Asia
1141,The Master of the Golden Tower (Jinlouzi 金樓子),502,557,1289,East Asia
1143,Temple of Hatshepsut at Deir el-Bahri,-1473,348,1211,Africa
1144,The Yijing 易經 (The Classic of Changes),-1554,2021,1290,Africa
1146,The Great Temple at Abu Simbel,-1279,1968,1294,Africa
1148,The Pyramid of Unas,-2345,-2315,1295,Africa
1149,Christianity in Tang China,618,906,1297,East Asia
1153,Russian Orthodox Mission in Alaska,1784,1867,1300,North America
1154,The Cult of the Fox,1500,1950,1299,East Asia
1155,The Pyramid Texts: Pyramid of King Unas (Wnjs),-2375,-2345,1295,Africa
1156,Solovetski monastery,1429,1939,1302,Central Eurasia
1157,Ancient Egypt - The Tomb of Meryre II at Amarna (TA 2),-1335,-1332,1303,Africa
1158,Early Daoist text—Commands and Admonitions for the Families of the Great Dao (Dadaojia lingjie大道家令戒),200,500,1304,East Asia
1160,Wuzhen pian 悟真篇,1075,1078,1378,East Asia
1161,The Pharsalos Metroon,-399,-100,1306,Europe
1162,Lingbao dafa,400,1400,1307,East Asia
1164,The Sanctuary of the Egyptian Gods at Gortyn,100,300,1309,Europe
1168,Pagodes of Portuguese Goa,1510,1600,1166,South Asia
1169,Sanctuary of Zeus Thaulios and Ennodia at Pherai (Makalorema),-800,100,1312,Europe
1170,Chongyang Lijiao Shiwu Lun 重陽立教十五論,1200,2021,1313,East Asia
1172,Twofold Mystery (Chongxuan 重玄),500,700,1317,East Asia
1173,Heliopolis Project,-3500,2021,1318,Africa
1174,Temple at Busayra,-750,-300,1319,Southwest Asia
1175,Religion in Northern Hejaz,-1500,-300,1320,Southwest Asia
1176,Shijing 詩經 (Classic/Book of Odes/Songs),-700,1911,809,East Asia
1177,Orphic Tablets,-500,391,1321,Europe
1178,Modern Mystery School (MMS),1997,2021,1322,South America
1180,Batak Traditional Religions,1600,2020,1325,Southeast Asia
1181,Numinous Cliff Mountain Temple (Lingyan shan si 靈岩山寺),-494,2021,1326,East Asia
1182,Huainanzi 淮南子,-140,220,1327,East Asia
1183,Religion at Nippur in the Ur III period,-2100,-2000,1936,Southwest Asia
1184,South Sea God Temple (Nanhai shen miao 南海神廟),594,2021,1329,North America
1185,Religion of Roman Palmyra,-44,272,1363,Southwest Asia
1186,Shrine at Horvat Qitmit,-800,-586,1342,Southwest Asia
1187,Sanctuary at Tell Damiyah,-850,-700,1331,Southwest Asia
1188,Marmarini Stele,-199,-150,1332,Europe
1189,Yādiya/Sam'al,-920,-713,1333,Southwest Asia
1190,Ancient state of Urartu,-850,-580,1334,Southwest Asia
1191,Religion in Greco-Roman Alexandria,-300,200,1335,Africa
1192,Kaharingan,1945,2021,1336,Southeast Asia
1193,The Cave of the Nymphs at Pharsalos,-499,-30,1337,Europe
1196,K’iche’ (Quiché),1910,1940,1343,North America
1197,Atheism in the Soviet Union,1917,1991,669,Europe
1198,Yazılıkaya Hittite Rock Sanctuary,-1500,-1200,1344,Southwest Asia
1199,Tiv,1905,1934,1345,Africa
1201,The Sanctuary of Demeter and Kore at Eleusis,-1480,394,1347,Europe
1202,The Metroon at Demetrias,-250,-150,1348,Europe
1203,Book(s) of Daniel,-586,100,1349,Southwest Asia
1207,Female alchemy Tradition,1550,2021,1352,East Asia
1210,Mende,1920,1950,1355,Africa
1211,Religion in Samuha during the Hittite period,-1600,-1200,1356,Southwest Asia
1212,Hephaisteion,-480,267,1359,Europe
1213,Eleusinion,-650,396,1360,Europe
1214,Temple at Tel Arad,-750,-705,1361,Southwest Asia
1215,Metroon (Athens),-409,267,1362,Europe
1216,Mawangdui (tombs),-186,-168,1364,East Asia
1217,Sanctuary at Tell Qasile,-1150,-586,1365,Southwest Asia
1218,Yiguan Dao/I-Kuan Tao 一貫道,1870,2021,1366,East Asia
1219,Chunqiu fanlu,-2,7,1367,East Asia
1220,The Cult of Chinggis Khan (a.k.a. Genghis Khan) in Mongolia,1227,2023,1409,Central Eurasia
1221,Temple at Tell Deir 'Alla,-1550,-1185,1368,Southwest Asia
1223,Toda,1885,1910,1370,South Asia
1224,Duren jing,400,500,1372,East Asia
1226,Tainaron,-500,500,1375,Africa
1227,Polytheistic Pre-Islamic South Arabia,-800,360,1376,Africa
1228,Lesu,1915,1940,1377,Oceania-Australia
1229,Three Self Patriotic Movement (TSPM),1950,2021,1132,Central Eurasia
1230,Cult at the Athenian Agora,-600,276,1379,Europe
1231,"Shenxiao 神霄 (""Divine Empyrean"") Daoism",1100,2021,1248,East Asia
1232,Book of Nut,-1300,200,1380,Africa
1234,Ashanti,1880,1910,1382,Africa
1239,Book(s) of Esther,-400,70,1386,Southwest Asia
1240,Azande,1900,1935,1387,Africa
1241,Taiping 太平 Movement,1837,1866,1388,East Asia
1243,Shengjing zhijie,1636,1900,1420,East Asia
1245,"Tabernacle, The",-1200,-1000,1391,Southwest Asia
1246,Shilluk,1895,1925,1392,Africa
1247,Exovedate,1885,1885,1393,North America
1248,Religion in the Old Assyrian Period,-1972,-1718,1394,Southwest Asia
1249,Cult of the Egyptian Gods at Demetrias,-294,14,1395,Europe
1250,Hanbalism,850,1350,1396,Southwest Asia
1251,Tsonga,1880,1910,1397,Africa
1252,Shedachenglun 攝大乘論,525,650,1398,East Asia
1253,Damascus Document,-200,50,1399,Southwest Asia
1254,Stoudios Monastery,790,1453,1548,Central Eurasia
1255,Julian Romance,361,599,1401,Southwest Asia
1257,Ammonite Religion,-1000,-500,1403,Southwest Asia
1258,Religion in Judah,-1000,-586,1404,Southwest Asia
1259,"The LuWang School, the School of Lu Xiangshan and Wang Yangming",1200,1900,2149,Central Eurasia
1260,Qiṣṣat Dhī al-Qarnayn,850,1250,1407,Europe
1261,Anyang,-1300,-1046,1408,East Asia
1263,Judean/Yehudite Colony at Elephantine (Persian period),-500,-399,1411,Africa
1264,Judeans in Babylonia,-598,-447,1412,Southwest Asia
1265,Mozi 墨子,-400,200,467,East Asia
1266,"The Baoshan Cemetery, Jingmen, Hubei Province",-400,-278,1413,East Asia
1268,Monotheistic Pre-Islamic South Arabia,360,570,1414,Southwest Asia
1269,Ji shenzhou sanbao gantong lu 集神州三寶感通錄,266,664,1416,East Asia
1270,The Zhuangzi,-551,1911,1417,East Asia
1271,Command to Fu Yue 傅說之命,-400,-300,467,East Asia
1272,"*The Heart is what is at the center, *Xin shi wei Zhong 心是謂中",-400,-300,1452,East Asia
1274,Russian orthodox mission in Japan,1861,1945,1419,East Asia
1276,The Old Monastery of Baramus,380,1500,1150,Africa
1278,Peak Sanctuary of Petsofas,-2000,-1500,1427,Europe
1279,Mandarese Muslims,1593,2004,1424,Southeast Asia
1280,"(Shanghai) Xiaotaoyuan Mosque, Small Peach Garden Mosque (上海)小桃園清真寺",1917,2022,1425,East Asia
1281,Otoro Nuba,1910,1945,1428,Africa
1283,Butonese Muslims,1500,2002,1431,Southeast Asia
1284,Religion of Phoenicia,-1200,-330,1432,Southwest Asia
1285,The Small Temple at Abu Simbel,-1279,1968,1441,Africa
1287,Peak Sanctuary of Mt. Juktas,-2000,-1200,1436,Europe
1288,Bailadeiras of Goa,1510,1650,1166,South Asia
1289,Buginese Muslims,1500,2004,1437,Southeast Asia
1290,4QInstruction,-100,50,1440,Southwest Asia
1292,Kourion Episcopal Basilica and Urban Precinct,431,700,1442,Europe
1293,The Zapotec or Ben 'Zaa (The Cloud People),-2000,2022,1444,North America
1294,The Autobiography of Adad-guppi,-649,-539,1445,Southwest Asia
1295,Donatism,311,600,1446,Africa
1297,Chen-Wei Texts,56,907,1272,East Asia
1298,Masjid Al-Hilal,1603,1980,1448,Southeast Asia
1299,Russians (of Viriatino Village),1940,1965,1449,Central Eurasia
1300,"Enlace de Agentes de Pastoral Indígena (EAPI, Network of Indigenous Ministry Agents)",1990,2022,1450,North America
1301,Moche (Mochica),-200,1000,1451,South America
1303,Emar: A Hittite Vassal in Late Bronze Age Syria,-1400,-1200,1564,Southwest Asia
1304,Peyote Religion (Peyotism) and the Native American Church,1875,2022,1600,North America
1305,Three Tianzhu Monasteries 三天竺寺,595,2022,1455,East Asia
1306,Philistine Religion,-1200,-600,1456,Southwest Asia
1307,Southern Baptists,1845,2022,1538,North America
1308,Jews and Jewish-Sympathizers in South Arabia,275,530,1458,Southwest Asia
1309,Circumcellions,315,500,526,Africa
1310,"The byzantine cemetery-hermitage of Saint Onufrius (Onoufrios) in Methoni, south-western Messinia, Peloponnese, Greece)",300,1500,1459,Europe
1311,Jehovah's Witnesses,1870,2022,1460,North America
1312,Bishnoi,1400,2022,1461,South Asia
1313,Masjid Tua Palopo,1604,1905,1462,Southeast Asia
1318,"The byzantine church of Prophet Ilias (Elijah), in Abysoles, Thalames, messinian Mani, Greece",1250,2022,1467,Europe
1319,Reginistas,1968,2022,1468,North America
1320,"The church/(mosque) of Transfiguration of Savior, at Niokastro, Pylos, south-western Messinia, Peloponnese, Greece",1570,2022,1469,Europe
1321,Mourides (Muridiyya),1853,2022,382,Africa
1322,Pagans under the Emperor Julian,361,363,132,Europe
1323,Luguru,1910,1935,1470,Africa
1324,Taiping jing,150,2022,1132,Central Eurasia
1326,Meher Kapısı inscription (Urartian text),-820,-580,1473,Southwest Asia
1327,Tomb of Sunan Gresik,1419,2020,1474,Southeast Asia
1328,Táin Bó Cúailnge,500,1300,1475,Europe
1329,Pre-Pottery Neolithic in the Near East,-9700,-6600,1476,Southwest Asia
1330,Papyrus Amherst 63,-399,-100,1411,Africa
1331,The Sanctuary of Pasikrata at Demetrias,-294,200,1478,Europe
1332,Temple of ʿAthtar dhū-Qabḍ,-600,100,1616,Southwest Asia
1333,Cult of Thecla,150,600,1487,Europe
1334,No-debt Movement in US Evangelicalism,1980,2022,1608,North America
1335,Congregation of the Oratory,1575,1700,991,Europe
1336,Labrang Tashi Khyi Monastery,1710,2022,1762,East Asia
1337,Tell Afis (Syria),-1200,-600,1488,Southwest Asia
1338,The Sayings of the Desert Fathers,390,500,1489,Southwest Asia
1339,The Temple of Millions of Years of Thutmose III,-1470,-1213,1492,Africa
1340,International Sivananda Yoga Vedanta Centers,1957,2023,1493,Europe
1341,Muslim Students Association of the United States and Canada,1960,2022,1494,North America
1342,Pauline Epistles,50,62,1495,Southwest Asia
1343,Psychro Cave,-1900,1000,1496,Europe
1344,Tibetan Nonsectarianism (ris med),1840,1920,1497,East Asia
1345,A Sogdian Zoroastrian Prayer,400,900,1522,Central Eurasia
1346,Sanctuary of Athena Pronaia at Delphi,-750,395,1499,Europe
1347,"The Praise of the Bees, Exultet Hymn",500,1500,1500,Europe
1348,Disability-focused Christianity for Palestinians,2012,2022,1502,Southwest Asia
1349,The Dingxiang Wang Cult,1124,1991,1503,Central Eurasia
1350,Mt. Emei 峨眉山,100,2022,1504,East Asia
1351,KV 14: Tomb of Tausert and Setnakht,-1186,1184,1260,Africa
1352,Śākadvīpīya Brāhmaṇas,2,21,1505,South Asia
1356,The Lausiac History,419,420,1510,Southwest Asia
1357,Encratites,100,400,1517,Southwest Asia
1358,"Deir el-Bala’izah, Monastery of Abba Apollo",650,800,1512,Africa
1359,Shrine at En Hazeva,-700,-550,1513,Southwest Asia
1361,The Sanctuary of Apollo Pythios at Delphi,-900,395,1515,Europe
1363,Moche,200,900,1451,South America
1367,Targums,70,601,1521,Southwest Asia
1368,"Quarrying Cult at Simitthus (Chemtou, Tunisia)",-150,299,1523,Africa
1369,Astronomers in Babylon,-750,80,1524,Southwest Asia
1370,Teda,1935,1960,1525,Africa
1371,Twelver Shi'ism in post-revolutionary Iran,1979,2022,1526,Southwest Asia
1374,The Reformed Church (Early Orthodoxy),1560,1620,1527,Europe
1375,Epic of Gilgamesh,-1900,-130,1531,Southwest Asia
1376,African Initiated Churches,1900,2022,1529,Africa
1377,Sídhe,600,1800,1532,Europe
1378,Monastery of Apa Apollo in Bawit,390,900,1533,Africa
1386,Liumen (Liu School),1807,1950,1541,East Asia
1387,Spring and Autumn annals of Master Lü,-247,-239,1546,East Asia
1389,Writ of the Three Sovereigns,200,1200,1544,East Asia
1390,Eastern Apache,1855,1880,1545,North America
1391,The Sanctuary of Artemis Orthia (Sparta),-800,400,1547,Europe
1392,Messalians,360,900,1549,Southwest Asia
1393,The Ladder of Divine Ascent,579,650,1550,Africa
1395,The First Temple in Jerusalem,-950,-586,2190,Southwest Asia
1396,Ptolemaic Egypt - Egyptian Religion,-304,-30,1551,Africa
1397,The Classic Period Peripheral Coastal Lowlands Ritual Ballgame Cult,400,1000,1552,North America
1398,Leifeng Pagoda (Leifeng ta 雷峰塔),971,2022,1553,East Asia
1399,Religion in the Mittani Empire,-1550,-1350,1554,Southwest Asia
1400,The Buddhist Nuns of 4th - 6th century China,300,516,1555,East Asia
1401,"The ""On the Divine Names"" of Pseudo Denys the Areopagite",485,528,1556,Southwest Asia
1402,Nahal Mishmar cave,-4350,-3100,1558,Southwest Asia
1403,En Gedi sanctuary,-4000,-3800,1559,Southwest Asia
1404,Religion in Nabataea,-300,450,1560,Southwest Asia
1405,Asketikon,358,364,1561,Southwest Asia
1406,Barlaam and Ioasaph,750,1700,1571,Europe
1409,Formative Olmec,-1500,-400,1565,North America
1412,Tenrikyo,1838,2022,1568,Central Eurasia
1413,The Early Christian basilicas of Amathous,300,800,1569,Europe
1415,Anomeans,350,398,1573,Europe
1416,Mount Athos,960,2022,1574,Europe
1417,Taiyi sheng shui 太一生水,-400,-300,1413,East Asia
1418,Book of Jonah,-800,-200,1576,Southwest Asia
1419,Ancient Egyptian Religion in the Early 18th Dynasty,-1550,-1425,1577,Africa
1420,Creek,1785,1810,1578,North America
1421,Tian wen 天問,-340,140,1272,East Asia
1422,Defense of Icon Veneration by John of Damascus,726,730,1579,Southwest Asia
1424,Santian neijie jing 三天內解經,420,430,1581,East Asia
1425,Religion at Erlitou,-1800,-1500,1582,East Asia
1426,Early Missionary Christianity in China,1580,1740,1583,East Asia
1427,The Chaldaean Oracles,100,199,1584,Southwest Asia
1428,Votive Deposits,1007,1220,1585,East Asia
1429,Enheduana's Exaltation of Inana,-2300,1700,1586,Southwest Asia
1430,Erlitou (Ritual/Ceremonial/Palatial Districts),-1800,1500,1582,East Asia
1431,Elements of Theology,412,485,1633,Europe
1432,Preparation for the Gospel-Demonstration of the Gospel,312,324,1591,Southwest Asia
1433,Novatians,250,258,1588,Europe
1434,Kuna,1912,1937,1589,South America
1435,Cathedral of Hagia Sophia,360,1453,1590,Central Eurasia
1436,The Monastic School of Gaza,320,536,1593,Southwest Asia
1437,Temple of Ḫaldi (Ayanis),-680,-650,1594,Southwest Asia
1438,"The church of Transfiguration of Savior, at Nomitsi, southern Messinia (Outer Mani), Peloponnese, Greece",1200,2022,1595,Europe
1440,Basilica of Saint Demetrios,300,1917,1597,Europe
1441,Mexica (Aztec) Religion,1325,1521,585,North America
1442,On the Body and Blood of the Lord (De corpore et sanguine Domini) - Paschasius Radbertus,830,835,1598,Europe
1443,On the Body and Blood of the Lord (De corpore et sanguine Domini) - Lanfranc of Canterbury,1062,1063,1599,Europe
1444,Amarna South Tombs Cemetery,-1352,-1336,1602,Africa
1447,Private chapels at the Amarna Workmen's Village,-1352,-1327,1604,Africa
1448,Hagia Sophia (Thessaloniki),650,1913,1605,Europe
1449,Aztec-Mexica Temple R of Tlatelolco,1337,1521,1606,North America
1450,Tehuelche,1855,1880,1607,South America
1451,Religion in the Early Bronze Age / Canaan,-3600,-2400,1609,Southwest Asia
1452,Soushen ji 搜神記,100,350,103,East Asia
1453,Monastery of saint Neophytos the Recluse,1159,1503,1610,Europe
1454,Hesychastic Controversy,1337,1351,1612,Europe
1455,Basseri,1943,1958,1613,Southwest Asia
1456,Religion in the Middle Bronze Age / Canaan,-2000,-1550,1644,Southwest Asia
1458,Mbuti,1935,1960,1615,Africa
1459,Famen Monastery 法門寺,67,960,1617,East Asia
