entry_id,entry_name,year_from,year_to,region_id,world_region
1460,"Acheiropoietos basilica, Thessaloniki",450,1430,1618,Europe
1461,Saami,1935,1960,1619,Europe
1463,"Church of Panagia (Our Lady) Angeloktisti, Kition",400,1500,1621,Europe
1465,Temple of Ninurta at Nimrud (ancient Kalhu),-865,-612,1623,Southwest Asia
1466,Islamic modernists,1800,1980,1624,Africa
1468,Eastern Christianity From Nicaea to Chalcedon,325,451,1626,Europe
1469,Huamachuco Religion,300,1532,1627,South America
1471,Book of Ezekiel,-593,-100,1629,Southwest Asia
1472,Petra Great Temple,-100,200,1638,Southwest Asia
1473,Ishtar's Descent to the Underworld,-1000,-600,1631,Southwest Asia
1474,Amahuaca,1945,1970,1632,South America
1483,Khazneh (Petra),-100,200,1642,Southwest Asia
1484,Mesopotamian Exorcistic Texts,-2500,50,1631,Southwest Asia
1486,Xunzi 荀子,-310,-215,467,East Asia
1488,Botocudo,1869,1894,1646,South America
1489,Laojun Shan (Mountain of Lord Lao),142,2022,1647,East Asia
1492,Nambicuara,1925,1950,1650,South America
1494,Temple at Tell Afis,-1100,-600,1769,Southwest Asia
1495,Secular Buddhists,1997,2022,1652,Europe
1498,"Sunan Ampel Great Mosque, Surabaya",1421,2021,1655,Southeast Asia
1499,Great Temple of Tenayuca,800,1521,1756,North America
1504,"Tomb of Sunan Giri, Gresik (East Java)",1506,2020,1668,Southeast Asia
1508,Zaytuna Magazine/ المجلة الزيتونية,1936,1955,1679,Africa
1509,The Temple Scroll,-450,-125,1440,Southwest Asia
1510,"Tomb of Sunan Drajat, Lamongan (East Java)",1522,2021,1672,Southeast Asia
1511,Sokoto,1804,1903,1673,Africa
1513,Imrā’atu-nā fī l-šarīʻa wa-l-muŷtamaʻ / امرأتنا في الشريعة والمجتمع,1927,1930,341,Africa
1514,"Tomb of Sunan Bonang, Tuban, East Java/Bonang Village Lasem Subdistrict, Central Java (disputed)",1525,2022,1676,Southeast Asia
1515,Dura Europos Mithraeum,168,256,1677,Southwest Asia
1517,Tunisian Women's Associations,1936,1962,341,Africa
1518,"The Tomb of Sunan Kalijaga: Kadilangu Village, Demak Regency (Central Java)",1513,2022,1680,Southeast Asia
1519,"The Mausoleum of Sunan Muria, Colo (Central Java)",1551,2022,1681,Southeast Asia
1520,Kitāb al-Khilāf fῑ al-Aḥkām by Al-Shaykh al-Ṭūsī,995,1066,1682,Southwest Asia
1521,Order of the Hermits of St Augustine (Augustinian friars),1256,1400,1683,Europe
1522,Tijaniyya Tariqa الطريقة التجانية,1781,2022,1748,Africa
1523,Tafsīr al-taḥrīr wa al-tanwīr,1936,2022,1752,Africa
1524,The Church of the Holy Sepulchre,335,2022,1687,Southwest Asia
1525,Changsha Zidanku Chu bo shu 長沙子彈庫楚帛書 1 (Chu Silk Manuscript),-400,-300,1688,East Asia
1526,Pashupati-Kshetra (The Area of Pashupati),533,2022,1689,South Asia
1527,"Masjid Al-Aqsha Menara Kudus, Kudus (Central Java)",1549,2022,1690,Southeast Asia
1528,Najran,500,575,1691,Southwest Asia
1529,Byzantine Iconoclasts (726-787 CE),720,743,13,Europe
1532,"The Mausoleum of Sunan Gunung Jati, Cirebon (West Java)",1570,2022,1694,Southeast Asia
1533,Maqam of Sidi Ibrahim Arriyahi مقام سيدي إبراهيم الرياحي,1878,2022,1721,Africa
1534,Shorter Sukhāvatīvyūha Sūtra,100,2022,1722,Central Eurasia
1535,الجمعية الخيرية الإسلامية بمدينة سوق الأربعاء The Islamic Benevolent Society in Souk-el-Arba,1921,1956,1724,Africa
1537,Maqam Sidi Sahbi,1400,2022,1725,Africa
1538,Maqam Sidi Mahrez ibn Khalaf مقام سيدي محرز بن خلف,1400,2022,1747,Africa
1539,Maqāṣid al-šarī῾a al-islāmiyya,1947,2022,1752,Africa
1540,The Sanskrit Yasna,1100,1400,677,South Asia
1542,Umbanda,1913,2022,1750,South America
1543,St. George's Cathedral,1700,2000,1802,Europe
1544,Ukrainian Greek Catholic Church,1596,2022,331,Europe
1545,Synagogue at Gamla,-20,67,1751,Southwest Asia
1546,4QPseudo Ezekiel,-150,-25,1753,Southwest Asia
1549,Slaying of Husayn Texts,1150,1250,1757,Southwest Asia
1550,Tzintzuntzan,1350,1522,1758,North America
1551,Donation Texts from Ur during the Isin-Larsa Period,-1970,-1850,1586,Southwest Asia
1552,The Key of Ilme Kṣnum to Understand the Zoroastrian Religion,1911,2022,1760,Southwest Asia
1553,"Pirámide de las Serpientes Emplumadas, Xochicalco",650,1100,1761,North America
1554,"Mustafa Sabri, Mawqif al-ʿAql",1942,1950,1793,Southwest Asia
1555,Al-Ahbash الأحباش,1970,2022,1764,Southwest Asia
1556,Sundexioi (Mithras-worshippers),75,450,132,Europe
1558,Acts of Paul and Thecla,150,200,1495,Southwest Asia
1559,Al-manhaj al-farîd fî ma'rifat 'ilm al-tawhîd.,1650,1850,1772,Africa
1560,‘Ara’is al-Majalis fi Qasas al-Anbiya' عَرَائِسُ الْمَجَالِسِ فِي قَصَصِ الْأَنْبِيَاءِ,1036,2022,1770,Southwest Asia
1561,Zaouia Sayyida Mannoubia زاوية السّيّدة المنّوبيّة,1267,2022,1771,Africa
1562,The Great Temple of Tenochtitlan,1325,1521,1773,North America
1563,Wumen Guan 無門關,1228,2022,1774,East Asia
1564,Heng xian 恆先,-400,-300,1775,East Asia
1570,Tamil Muslims,1900,2024,1117,South Asia
1571,Kalighat Temple,19,21,1788,South Asia
1572,Asklepieion of Kos,-366,400,1782,Europe
1573,Al-Risala (The Message) الرسالة,767,820,1783,Southwest Asia
1574,Household religion at Ur,-2000,-1800,1328,Southwest Asia
1575,L’esprit libéral du Coran,1905,1956,341,Africa
1576,Book of Amos,-760,-100,1795,Southwest Asia
1577,Pilgrimage sites associated with the Noyon Khutagt Danzanravjaa,2015,2015,1786,Central Eurasia
1578,People's Salvation Cathedral (Catedrala Mântuirii Neamului),1881,2025,1787,Europe
1579,Kālikā Purāṇa,10,12,1797,South Asia
1581,Book of Jeremiah,-620,200,1791,Southwest Asia
1582,Cult of Bona Dea,-300,500,132,Europe
1584,Tafattuq al-aḥkām,1890,1956,341,Africa
1585,Jingde chuandeng lu 景德傳燈錄,1004,1004,1248,East Asia
1587,The Early Christian Basilicas of Ancient Aksūm (modern Ethiopia and Eritrea),300,800,1798,Africa
1588,In the Shade of the Qur'an في ظلال القرآن,1951,2023,1799,Africa
1589,Peshitta,2,21,1800,Southwest Asia
1591,Alchi temple complex,950,1500,1801,South Asia
1594,al-Jami' al-A'dham Jami' az-Zaytouna al-Ma'mour الجامع الأعظم جامع الزيتونة المعمور,698,2022,1804,Africa
1595,The Five Yi Yin Texts,-335,-275,1813,East Asia
1600,Serabit el-Khadem: An Egyptian and Semitic Mining Community,-1900,-1200,1816,Africa
1601,Göbekli Tepe,-9500,-8000,1817,Southwest Asia
1602,A Record of Buddhist Monasteries in Luoyang,493,547,1818,East Asia
1603,The Orthodox Monasteries of Meteora,1000,2022,1819,Europe
1604,Tombs at Ketef Hinnom,-800,-200,1820,Southwest Asia
1605,Seven Readings of the Qur'an (Kitab al-Sab'ah fi al-Qira'at) by Ibn Mujahid,900,936,1824,Southwest Asia
1606,Kitab Sara'ir wa Asrar an-Nutaqa' كتاب سرائر وأسرار النّطقاء,990,2022,1821,Africa
1607,Zaydism and the state in Yemen,897,1700,1822,Southwest Asia
1609,جامع عقبة بن نافع La Mosquée de 'oqba ibn Nafi',670,2022,1826,Africa
1610,La Mosquée de Yousif Sahib at-Tabi' جامع يوسف صاحب الطابع,1808,2022,1827,Africa
1611,Maqam Sidi bil Hasan ash-Shadhili,1815,2023,1828,Africa
1612,Zaouia Sidi Abi Sa'id al-Baji زاوية أبي سعيد الباجي,1156,2022,1829,Southwest Asia
1613,The Pagoda-Shaped Diamond Sutra Shroud,1599,1599,1832,East Asia
1614,Tabaqat as-Sufiyya de as-Sulami طبقات الصوفيّة للسّلمي,1021,2022,1831,Southwest Asia
1615,Teuchitlan Tradition,-300,400,1833,North America
1617,maqame sidi Ahmed Tliliزاوية سيدي أحمد التليلي,1733,2023,1835,Africa
1618,Diya'u al-Ta'aweel fee Ma'ani al-Tanzeel (The Bright interpretation of the meanings of the Qur'an),1766,1828,1836,Africa
1619,"Saint Nicholas ""Maroulenas"", Kastania, southern Greece, byzantine church",1200,2023,1837,Europe
1620,Temple of Ištar (Emašmaš) at Nineveh,-1800,-612,1838,Southwest Asia
1621,"Saint Spyridon,Kardamyli, southern Greece, postbyzantine church",1700,2023,1839,Europe
1624,Neo-Assyrian Healers (āšipu/mašmaššu-exorcists),-900,-612,582,Southwest Asia
1625,Zhu Xi's Four Books 朱熹四書,1177,1912,1840,East Asia
1626,The Cult of Maritime Hera,-800,-400,1852,Europe
1627,Mount Putuo 普陀山,1978,2023,1842,North America
1628,Bad' al-Khalq wa Qasas al-Anbiya' of Kisa'i كتاب بدء الخلق وقصص الأنبياء للكسائي,1100,2023,1843,Southwest Asia
1629,مقام أبو لبابة الأنصاري maqam Abou Loubaba Al-Ansari,661,2023,1844,Africa
1630,جامع القرويين Mosquée Al-Qarawiyyin,859,2022,1846,Africa
1631,Le livre de 'Ihya' 'ulum ad-Din de Ghazali كتاب إحياء علوم الدين للغزالي,1058,1111,1847,Southwest Asia
1632,Temple-Church of Aphrodisias,450,1199,1849,Southwest Asia
1633,الكعبة : المسجد الحرام al-Ka'ba   : al-Masjed al-Haram,-2000,2023,1850,Southwest Asia
1635,The 'Parastaseis Syntomoi Chronikai',700,900,1400,Southwest Asia
1636,The second phase of the Iconoclastic Controversy,814,823,1626,Europe
1639,Hujjat Allāh al-Bāligha,1703,1762,496,South Asia
1640,Great Temple of Hattusa,-1600,-1180,1854,Southwest Asia
1642,جامع المسندالصحيح المختصر من أمور رسول الله وسننه وأيامه= Al-Jami' al-Musnad al-Sahih al-Mukthasar Min Umur Rasul Allah...,870,2023,1856,Central Eurasia
1643,Kongzhai Shrine of the Robe and Cap of Confucius in Shanghai,1600,1949,1857,East Asia
1644,صحيح مسلم Sahih Muslim,875,2023,1858,Southwest Asia
1645,A Sogdian Zoroastrian Epitaph,494,579,1859,Central Eurasia
1647,Gregory of Nyssa’s oration 40,372,395,1495,Southwest Asia
1648,Hosios Loukas,953,1204,1860,Europe
1649,St Bartholomew's Priory,1123,2023,1861,Europe
1650,"كتاب"" المقدّمة ""لابن  خلدون livre  Mou qaddîma d'Abd Al Rahman Ibn Khaldoun",1332,1406,1862,Africa
1652,Le Livre de al-'Ibana 'an 'Usul al-Diyana de al-Ash'ari كتاب الإبانة عن أصول الديانة للأشعري,874,936,1864,Southwest Asia
1653,Visigothic Homoian Christianity,341,589,1869,Europe
1654,Le Parti du Mouvement de La Nahda حزب حركة النهضة,1981,2023,1866,Africa
1656,Temple of the Rock/Temple HH1 (Tell Mardikh/ancient Ebla),-2400,-2300,1868,Southwest Asia
1657,The Institutes of John Cassian,420,430,1870,South Asia
1658,The Thesmophorion of Pella,-400,100,1871,Europe
1659,The Conferences of John Cassian,420,430,1872,South Asia
1661,Ludlul Bel Nemeqi,-1300,-300,1631,Southwest Asia
1662,The miracles of Eric IV Ploughpenny,1258,1309,1873,Europe
1664,The Didache,50,110,1874,Southwest Asia
1666,Edict of Faith,1478,1834,1876,Africa
1667,Medérsiens,1850,1951,1877,Africa
1668,Daphni (Μονή Δαφνίου),1080,1458,1878,Europe
1669,The Inner Training (Neiye 內業),-400,9,1546,East Asia
1674,New Hampshire Declaration of Faith,1833,2023,1882,North America
1675,On the Divine Liturgy,700,730,1883,Southwest Asia
1676,Saint Catherine's Monastery,565,2023,1550,Africa
1677,Royal Hittite Religion,-1650,-1180,1884,Southwest Asia
1678,Translation of the holy Margrethe,1176,1201,1885,Europe
1680,Cult of Trophonius,-800,200,1887,Europe
1682,"The Church of St. Paraskevi, Kitiros, Crete",1372,2023,1888,Europe
1683,Book of Leviticus,-800,-400,1889,Southwest Asia
1684,The Lives of the Philosophers and Sophists,347,414,1177,Europe
1685,De Dea Syria,150,250,1927,Southwest Asia
1686,L'islam et les origines de la gouvernance Ali Abdel Razek الإسلام وأصول الحكم علي عبد الرازق,1924,2023,1890,Africa
1688,Arianism,325,671,2006,Europe
1689,The Isma'ilis in the Ottoman Empire,1516,1919,1892,Southwest Asia
1690,Christianity in Byzantium: between the end of Iconoclasm and the Schism,843,1054,1893,Europe
1692,The holy Niels of Århus (younger text),1325,1345,1895,Europe
1693,Maqam Abou Ali al-Nafti مقام أبو علي النفطي,1101,2023,1896,Africa
1694,Christianity in Byzantium: Between the Schism and the Fourth Crusade,1054,1204,1897,Europe
1695,"Xiaojing ""Classic of Filial Piety""",-230,1911,1898,East Asia
1696,Sanctuary of Zeus at Nemea,-600,550,1899,Europe
1697,Stylite Monks,450,1450,1626,Europe
1698,Biographies of Eminent Monks,67,519,1900,East Asia
1700,The Book of Hosea,-800,-500,1901,Southwest Asia
1701,The Premonstratensian Order in the Middle Ages,1120,2023,1902,Europe
1703,Arsenites,1265,1310,1904,Europe
1704,Temple of Athena Alea,-800,200,1905,Europe
1705,The Historia Compostellana,1088,1148,1906,Europe
1706,Virú State Religion,-200,700,1907,South America
1707,Zaouia Sidi Bou Makhlouf  زاوية سيدي بومخلوف,-1827,2023,1908,Africa
1708,الإباضية  Al-Ibadia,708,2023,1909,Southwest Asia
1709,Almohads (al-Muwaḥḥidūn),1115,1269,1910,Africa
1710,زاوية سيدي عبيد بمنطقة بوسالم  The Sidi Abid Zawiyya in the Bou Salem Region,1861,2006,1911,Africa
1711,International Dai Bosatsu Zendo Kongo-ji,1976,2023,1912,North America
1713,The Sanctuary of Demeter at Dion,-500,300,1914,Europe
1714,Syncretic Polytheism in Curious Pastimes LARP,2019,2022,1915,Europe
1717,Temple R,-570,-300,1922,Europe
1719,Zaouia Sidi Ali al-Hattab زاوية سيدي علي الحطّاب   بتونس,1271,2023,1924,Africa
1720,Samten Hills Dalat,2023,2023,1925,Southeast Asia
1721,Tell Fekheriyeh Inscription,-890,750,1926,Southwest Asia
1723,The holy Niels of Århus (older text),1254,1255,1929,Europe
1724,"Church of St. George, Embaros",1436,2023,1930,Europe
1725,The holy Anders of Slagelse,1205,1536,1931,Europe
1729,Chùa Lâm Huê,1942,2023,1934,Southeast Asia
1730,Cult of Atargatis in Dura Europos,1,256,1935,Southwest Asia
1732,Sanctuary of Artemis at Brauron,-2000,-200,1938,Europe
1733,Công viên Hỏa táng Tháp Long Thọ (Long Thọ Cremation Park),2014,2023,1939,Southeast Asia
1734,Cupisnique Culture Religion,-1600,-400,1941,South America
1735,كتاب الملل والنحل لعبد الكريم ابو الفتح الشهرستاني,1127,2023,1942,Southwest Asia
1736,Ihya'u Sunnah wa Ikhmadul Bid'ah,1754,1817,1673,Africa
1737,الإمامية Al-Imamia,661,2023,1943,Southwest Asia
1738,Taipei National Revolutionary Martyrs' Shrine,1946,2023,1944,East Asia
1740,The Canterbury School of Theodore of Tarsus and Hadrian the North African,669,690,1945,Europe
1741,Methodism in Zimbabwe or Methodist Church in Zimbabwe,1891,2023,1946,Africa
1742,Yellow Flower Hill (Huanghuagang) 72 Martyrs' Cemetery,1911,2023,1948,East Asia
1743,Eight Treasures Mountain (Babaoshan) Revolutionary Cemetery,1950,2024,1949,East Asia
1746,"Church of St. Constantine and Helena, Avdou",1445,2023,1952,Europe
1747,Al-'Ataba Al-Housainia العتــــبـــة الحُسيْـنّـيـة,680,2023,1953,Southwest Asia
1750,The London-Leiden Magical Papyrus,180,225,1955,Africa
1751,The holy Kjeld of Viborg (older text),1188,1536,1956,Europe
1753,"Church of St. George, Sklavopoula",1290,2023,1958,Europe
1754,Đại Bảo Tháp Mandala Tây Thiên (Great Mandala Stupa),2011,2023,1959,Southeast Asia
1758,Jiuge 九歌,-340,140,1272,East Asia
1759,الطريقة الشاذلية = Attarika Achadoulia,1195,2023,1962,Africa
1760,Sanctuary of Hera in the Argolid,-800,400,1963,Europe
1761,Paganism in the 4th Century Nicomedia,300,400,1177,Europe
1762,Quan Âm Tu Viện,1960,2023,1964,Southeast Asia
1763,Uḍḍīśatantra,1400,2009,496,South Asia
1767,Bhairavapadmāvatīkalpa,900,1100,654,South Asia
1770,Bhūtaḍāmaratantra (Buddhist),700,900,1107,South Asia
1771,إنفاق الميسور في تاريخ بلاد التكرار,1781,1837,1673,Africa
1773,"Church of St. George and St. Nicholas, Anydri",1323,2023,1966,Europe
1774,إباضية جزيرة جربة Ibadis of Jerba,1557,1864,1967,Africa
1775,Luật Mật Viện Thắng Nghiêm,1010,2023,1968,Southeast Asia
1776,الطريقة القادرية في البلاد التونسية The Qadiriyya Order in Tunisia,1881,1939,1969,Africa
1777,الطريقة التّيجانية بالبلاد التونسية The Tijaniyya Order in Tunisia,1881,1939,1970,Africa
1778,Le Conflit d'Adam et Eve contre Satan ou The first and the Second hidden book of Adam and Eve صراع آدم وحوّاء ضدّ الشيطان,300,990,1973,Southwest Asia
1779,المذهب المالكي بالبلاد التونسية The Maliki school in Tunisia,1956,2023,1970,Africa
1780,الطريقة الشاذلية في تونس The Shadhiliyya Order in Tunisia,1881,1939,1980,Africa
1781,المذهب الشيعي في تونس The Shiʿi madhhab in Tunisia,1969,2023,1970,Africa
1782,"Church of the Panagia, Prodromi",1347,2023,1981,Europe
1783,The holy Kjeld of Viborg (younger text),1346,1524,1982,Europe
1784,The Cannibal Nun,1100,1200,1897,Europe
1785,Carmen de Incendio,1197,1197,1897,Europe
1786,Temple 2048 of Tell el-Mutesellum/Megiddo,-1650,-1200,2004,Southwest Asia
1787,Ekphrasis of the Church of the Holy Apostles,1190,1200,1897,Europe
1788,First Temple (Jerusalem),-960,-587,1983,Southwest Asia
1789,The Church of the Theotokos of the Pharos,760,1204,1400,Southwest Asia
1791,"الطريقة القادرية في بغداد: فترة التأسيس ق12 Attarika Al Qadiria à Bagdad: la période fondatrice, le XIIe siècle",1100,1200,1985,Southwest Asia
1792,The Monastery of Mangana,1050,1460,1400,Southwest Asia
1793,Monothelitism,456,681,13,Europe
1794,A Mathematician,1206,1207,1124,Southwest Asia
1795,‘Adhwā‘ Al-Bayān fi ‘Idhāḥ Al-Qur‘ān bi Al-Qur‘ān: أضواء البيان في إيضاح القرآن بالقرآن,1965,2023,1986,Africa
1796,Annals of Quedlinburg,1008,1030,1987,Europe
1799,Teotihuacán,-400,650,1989,North America
1801,Red Temple/Temple D2 (Tell Mardikh/ancient Ebla),-2400,-2300,1991,Southwest Asia
1802,Ishtar’s Temple/Temple D on the Acropolis (Tell Mardikh/ancient Ebla),-2000,-1600,2001,Southwest Asia
1803,مفتاح التفسير,1766,1828,1673,Africa
1805,Wahhabisme الوهّابيّة,1744,1819,1993,Southwest Asia
1806,Sango Religious group in Oyo,1800,1900,1995,Africa
1807,Maqam Sidi Ali Azzouz مقام سيدي علي عزّوز,1680,2023,1994,Africa
1808,'yan Taru (Women Cadre of the Nana Asma'u),1793,1864,1673,Africa
1809,(The Character Traits of the Chosen One) كتاب أخلاق المصطفى,1766,1828,1673,Africa
1810,Shang Oracle Bone Inscriptions,-1200,-1046,7,East Asia
1811,كتاب قصيدة المرثية (Kitab Qasidat al-Marsiyyah).,1793,1864,1673,Africa
1812,The Prison Chronicle,1297,1302,1996,Europe
1816,The Zhen'gao,365,2023,1999,East Asia
1817,The holy spring of St. Regisse,1400,1885,2000,Europe
1818,(Urjuzat al-Wildan) أرجوزة الولدان,1403,1445,1673,Africa
1820,"Cherubim and Seraphim Church Unification, Campus Fellowship",1980,2019,1082,Africa
1821,Pre-Pottery Neolithic Gre Fılla,-9300,-7500,2002,Southwest Asia
1822,Amarna Central City,-1350,1330,2003,Africa
1826,Deir el-Medina,-1550,1100,1207,Africa
1829,Cherubim and Seraphim Unification Church of Nigeria (C&SUCN),1986,2019,1082,Africa
1835,"The Cherubim and Seraphim Church of Zion, Ugbonla",1948,2023,2005,Africa
1844,"Monastery of Saint John the Theologian, Patmos",1088,2023,2009,Africa
1845,Benedictine Order in Denmark,1018,1536,2010,Europe
1846,Yogasūtra of Patañjali,-100,300,690,South Asia
1847,Arthaśāstra,-300,200,2011,South Asia
1848,"Jagannath Temple of Puri, Odisha (Orissa), India",1200,2018,673,South Asia
1850,"TT8, tomb and chapel of Kha and Merit",-1425,-1353,1207,Africa
1852,The Communion Letters by Whitley and Anne Strieber,1987,1997,2012,North America
1855,Atra-Hasīs,-1700,-600,1631,Southwest Asia
1858,Christianity in Alexandria: From Origen to Athanasius,185,373,2015,Africa
1867,Kuumbi Cave,1900,2023,2016,Africa
1868,Yuan Dao bian,1178,1179,1840,East Asia
1869,IFA RELIGIOUS GROUP IN ILE- IFE,1930,2015,2017,Africa
1871,Inana's descent to the nether world,-1900,-1600,476,Southwest Asia
1872,"The Holy Apostles Community, Ayetoro",1947,2023,2063,Africa
1873,زاوية سيدي المازري  - Zaouia Sidi Al-Maziri,1176,2023,2019,Southwest Asia
1874,"Church of St. John, Trachiniakos",1329,2023,2020,Europe
1875,"Jalal al-Din al-Suyuti, Perfect Guide to Qur'anic Studies (al-Itqan fi 'Ulum al-Qur'an)",1440,1505,1038,Southwest Asia
1880,The Tophet of Carthage,-800,-146,2021,Africa
1882,The Life of Severus,512,518,2048,Southwest Asia
1883,"""Ammonius, On the Creation of the World"" by Zacharias Scholasticus",490,520,2150,Africa
1884,"Nea Moni, Chios",1042,2023,2023,Europe
1888,Communion By Whitley Strieber,1987,1987,1131,North America
1896,Passport to Magonia by Jacques Vallee,1969,1969,2036,Europe
1897,"The Episcopal Church of Cherubim and Seraphim, Zion Pepe",1951,2023,2040,Africa
1898,Shurpu Incantation Series,-1300,-610,2025,Southwest Asia
1902,Dodona,-1200,392,2031,Europe
1903,The 'Abbāsids,750,1258,2032,Southwest Asia
1904,الطريقة القادرية في تونس القرن  19 و20   =  L'ordre Qadiri en Tunisie aux XIXe et XXe siècles,1800,2000,2033,Africa
1905,(A brief introduction to the Islamic jurisprudence on the Maliki school of law)مختصر الأخضري في مذهب الإمام مالك,1514,1575,1673,Africa
1906,"(Acceptable means of praising the Prophet, may God bless him and grant him peace)الوسائل المتقبلة في مدح النبي صلى الله عليه و سلم",1872,1895,1673,Africa
1907,A treatise on the rulings of the people of Dhimma (رسالة في أحكام اهل الذمة),1425,1505,1673,Africa
1908,"Buddhist Traders in the Chinese Quarter in Hakata, Japan",1100,1300,2035,East Asia
1918,Contemporary Neo-Confucianism 當代新儒家,1950,2023,2052,East Asia
1919,Acropolis of Monte Polizzo,-800,-500,2038,Europe
1921,Zhouxun 周訓,-340,-240,2041,East Asia
1924,The Deuteronomistic History,-700,-300,1404,Southwest Asia
1928,(The gathering of the Messenger of God does not falter)وجمع رسول الله لا يتشعث,1793,1864,1673,Africa
1938,Bahai religion,1850,2023,2045,Southwest Asia
1939,"Panagia Parigoritissa, Arta",1290,2023,2043,Europe
1940,"The Holy Apostles Community, Ori-Oke Iwamimo",1950,2023,2044,Africa
1941,Tang Junyi 唐君毅,1930,2023,2052,East Asia
1942,Gre Virike: Early Bronze Age Cultic Installations,-3000,-2000,2046,Southwest Asia
1943,Cult of Gauchito Gil,1990,2020,2047,South America
1944,Cakawi [sic] Cam 1969,1968,1970,2049,Southeast Asia
1945,Theyyam Worshippers,-500,2023,2050,South Asia
1946,Palenque's Temple of the Inscriptions,650,800,2051,North America
1947,Temple of the Storm-God in Aleppo,-2500,-500,2053,Southwest Asia
1948,The Serapeum of Alexandria,-246,391,2054,Africa
1952,Daodejing 道德經,-300,2023,1272,East Asia
1957,Wadi Sarga Monastery,500,800,983,Africa
1958,The Apostolic Faith Mission in Zimbabwe,1915,2018,2058,Africa
1959,Papyrus London 121 (PGM VII),250,350,2059,Africa
1960,The laura in Kom el-Ahmar/ Deir al Qarabin,375,700,2060,Africa
1961,"Grace Covenant Centre, Ado-Ekiti",1990,2023,2064,Africa
1962,Huayan School 華嚴宗,670,845,809,East Asia
1963,"The Church of St. Anne, Anisaraki, Selino, Crete",1457,2023,2062,Europe
1965,"Church of St. Pelagia, Ano Viannos, Heraklion, Crete",1360,2023,2066,Europe
1966,Cherubim & Seraphim Movement Church (Worldwide) Ayo Ni O,1972,2023,2075,Africa
1967,The Hermitage of Sheikh Abd el-Qurna,480,750,2068,Africa
1968,"Church of St. Mamas, Palaiochora, Selino, Crete",1355,2023,2069,Europe
1969,"Christ Apostolic Church, Ori-Oke Aanun [sic] (Mountain of Mercy), Ojoo, Ibadan, Oyo State",1900,2023,2070,Africa
1970,The Monastery of Saint Phoibammon in the Rock/ Phoibammon I,350,600,2071,Africa
1971,The Homeric Hymn to Demeter,-600,-550,588,Europe
1972,Shepherding Movement,1970,2000,1131,North America
1973,The Homeric Hymn to Apollo,-655,-522,588,Europe
1974,"Chapel of Grace, Ile-Ife",1989,2023,2072,Africa
1975,Monastery of Panagia (Virgin) Soumela,375,2023,2073,Southwest Asia
1976,Who is not assisted by the religious scholar(The Jurist) (Man La Yahdhuruhu al-Faqih) من لا يحضره الفقيه,916,991,2074,Southwest Asia
1977,Overseas Shinto Shrines,1868,2023,2076,Africa
1978,"The Dharmalakshana Buddhist Institute 佛教法相學會, Hong Kong",1965,2023,2077,East Asia
1979,The Homeric Hymn to Hermes,-550,-500,588,Europe
1980,Cultic Practice at Khirbet Qeiyafa,-1020,-980,2091,Southwest Asia
1981,(Guiding the traveler to the most honorable path in the jurisprudence of Imam Malik.)إرشاد السالك إلى أشرف المسالك في فقه الإمام مالك,1246,1332,1673,Africa
1982,Guodian Laozi 郭店老子,-350,-300,1175,East Asia
1983,Early Byzantine Asceticism,400,600,2092,Southwest Asia
1984,Monastery of Panagia (Virgin) Chozoviotissa,850,2023,2093,Europe
1985,Christianity in Antioch. From the Apostolic Era to the Islamic conquest,34,638,2094,Southwest Asia
1987,Grand Papyrus Magique (PGM IV),4,4,1955,Africa
1989,Iron Age Celtic Spain and Portugal (Celtiberia),-600,300,2096,Europe
1990,The Ayuwang Monastery 阿育王寺,400,2023,2097,East Asia
1991,(Laws of Sharia rulings and issues of the branches of jurisprudence.) قوانين الأحكام الشرعية ومسائل الفروع الفقهية,1804,1903,1673,Africa
1992,Kitab tesviyetü't-teveccüh ila'l hak: The Guide for One's Turning toward Truth,1556,1557,2098,Europe
1993,Ancient Boeotians,-600,400,2099,Europe
1994,Nigeria Fellowship of Evangelical Students (NIFES),1968,2023,1082,Africa
1995,The Norwegian Seamen's Church in Cardiff,1866,1959,2100,Europe
1996,Delphic Hymns 1 and 2,-138,-128,1515,Europe
1997,Hundred and eighty precepts of Lord Lao,300,500,1481,East Asia
1998,The Chinese Christian Scroll Pelliot chinois 3847,635,1000,2103,East Asia
1999,Veli Pasha Mosque in Rethymno,1646,1924,2102,Europe
2000,"The Community Church of Apostles Nigeria and Oversea (COCANO), Ajegunle",1933,2023,2104,Africa
