entry_id,entry_name,year_from,year_to
905,Euboea/Central Macedonia: Constantinopolitan Chalcedonian Christianity,1260,1302
906,The Church of England,1963,2020
907,Tsumpa,1236,2020
908,Sino-Christian Theology,1980,2020
910,Christian Base Community movement,1968,1998
911,Italy: Roman Catholic Christianity,1260,1302
912,Ganden Monastery (Dga' ldan),1409,1959
913,The United Society of Believers in Christ's Second Appearing,1830,2020
914,Tariqa Shadhiliyya,1258,2020
915,Protestantism welcoming People with Disabilities,2000,2020
916,Italy: Roman Catholic Christianity II,1530,2017
917,British Isles: Predominantly Celtic Polytheism,-500,-50
918,Fangshi,-475,220
919,Catholicism in contemporary Croatia,1995,2020
920,Buddhist Sites in Ladakh,842,2020
921,Bhils,1700,2020
922,British Isles: Mixed Roman and British Polytheism,-50,400
923,British Isles: Introduction of Early Christianity through the End of Columban/Irish Christianity,200,700
924,Muridiyya of Senegal,1853,2022
925,Rabbinic Judaism (Babylonia),220,650
926,Ladakhi Buddhism,842,2020
927,Zealots,0,74
928,The Ghost Dance Movement and the Lakota Sioux,1860,1910
929,Drikung Kagyu,1143,2020
931,The Society of Jesus (Jesuits) in Britain,1580,2020
932,Congregation of Jesus,1609,2020
933,Marcionites,144,1000
934,Mongolian Buddhism during the Revolutionary Period,1911,1940
935,Nigerian Pentecostalism,1910,2020
936,Branwen Spector,1920,2020
937,Vestal Virgins,-800,394
938,Ugarit,-1600,-1185
939,Goodenough and Fergusson Islanders,1875,1900
940,Julio-Claudian Imperial Cult,-31,68
941,Chan Buddhists in early Qing period,1600,1700
942,African Methodist Episcopal Church,1816,2020
943,Moravian Missionaries in Nunatsiavut,1752,2020
944,Mohyla's Ukrainian Church,1620,1700
945,Vasco-Aquitanian Religion,100,400
946,Nyingma (rnying ma),700,1959
947,Sarna of Jharkand,1980,2019
948,Christianity in Ephesus,120,300
949,The Church of All Worlds,1963,2020
950,The Religious Society of Friends,1652,2020
951,Ethiopian Jews,1980,2020
952,Ethiopian Jews,1980,2020
953,Sachchai,1975,2020
954,The 'Sarna' religion follower in Jharkhand,1945,2018
955,British Isles: Augustinian/Roman Christianity,600,800
956,Iron Age Britain: Mid to Late Pre-Roman Iron Age,-500,-55
957,Spartan Religion,-800,-300
958,Society of Jesus,1540,1773
959,Iron Age Britain: Romano-Celtic Era,-55,286
960,Bön (Bon),1000,2020
961,Romanian Orthodox Church,1885,2020
962,Amdo Gelukpa,1400,2000
963,The Knights Templar,1119,1312
964,Baul Fakirs of Bengal,1800,2020
965,Pachomian Monasticism,323,548
966,"Naqshbandī Order, Naqshbandī Tarīqa, Naqshbandīyyah, Khwājagān,",1318,2020
967,Unitarian Universalism,1825,2020
968,"Anabaptist Mennonites in North America, 1683-2021",1683,2021
969,Adi Dravida/Valluva Sakya Buddhism,1891,1940
970,Cult of Isis (Mysteries of Isis),-323,500
971,Gāṇapatya,500,2020
972,Nestorian Christianity,431,1500
973,The Sarna religion of the Oraons of Jharkhand,1845,2019
974,"Greek Chalcedonian Christians, Nicaea",1204,1261
975,Neo-Charismatic Movement - Third Wave Charismatic Movement,1980,2020
976,Mising Community,1187,2019
977,Chishti Sufis,1200,2020
978,Indonesian Catholicism,1500,2020
979,Early Irish Christianity,600,900
980,Pure Land Buddhist Schools in Early Medieval Japan,1175,1333
981,Nation of Islam,1930,2020
982,The Samaritans (Persian to early Roman periods),-499,100
983,Tibetan and Himalayan Mundane and Landscape Cults,600,2020
984,Calvinism (Early/Reformation),1520,1565
985,The Victorines,1108,1299
986,Theurgy,150,529
987,"Parsis, Zoroastrians of India",1600,2020
988,Churches of Christ- United States,1832,2020
989,Opus Dei,1928,2020
990,Niue,1823,1848
991,Beat Buddhism,1944,1969
993,Pontifex Maximus and Pontifices (Pontifical College),-712,380
994,"Monastic Communities of Lower Egypt: Nitria, Kellia, Scetis",330,470
995,Tamil Neo-Saivism,1841,2020
996,Wicca,1940,2020
997,Ancient Egypt - Early Dynastic Period,-2950,-2670
1001,American Civil Religion,1776,2021
1003,Tannaitic Rabbis,70,200
1004,Religion in Roman Ostia,-200,300
1005,Religion in Elam,-2600,-539
1006,Ancient Egypt - Old Kingdom,-2670,-2168
1008,Ancient Egypt - First Intermediate Period,-2168,-2010
1010,Pythagoreanism,-530,200
1011,Kingdom of Edom,-800,-550
1012,Inhabitants of Medieval Kurgus,550,1500
1013,Estado da Índia Renegades in Deccan,1510,1640
1014,Philosophy and Ritual Practice of Witchcraft as Female-Centric Religion,1960,2021
1015,Ancient Egypt - Predynastic Period - Early Naqada Culture,-4000,-2950
1016,Ancient Egypt - Predynastic Period - Cultures of Lower Egypt,-4000,-3400
1017,Tomb of Panehsy: Archaeobotanical remains and their religious symbolism,-1500,100
1018,Goa,1510,1600
1019,Religious Practice at Giza,-2650,-2100
1024,Universal Salvation Ritual,1200,1920
1025,Dalikal Ppo Klaong Garai,1151,2020
1026,Temple of Confucius (Kong Temple),-200,1900
1027,Filianism,1976,2021
1028,German Pietists (Hasidei Ashkenaz),1100,1250
1029,Zigao 子羔,-325,-278
1030,The Way of Tang and Yu (Tang yu zhi dao 唐虞之道),-325,-278
1031,Eastern Roman Manichaeism,300,600
1034,Rongchengshi 容成氏,-325,-278
1037,Third Intermediate Period in Ancient Egypt,-1100,-650
1038,Sino-Muslims in Qing China,1644,1911
1039,(Archaeology of) Religion in New Kingdom Nubia,-1550,-1070
1040,Tomb of Tutankhamun (KV 62),-1334,-1325
1041,Korean Catholicism,1600,2021
1042,Zichiji 資持記,1078,1085
1043,Islam in Aceh,1500,2020
1044,Han Imperial Cult under Emperor Wu,-141,-87
1045,Avestan Zoroastrianism,-1000,400
1047,Pantheism/Animism,-30000,2021
1048,The Sanctuaries of the Egyptian Gods at Delos,-230,-60
1049,Chalcolithic Southern Levant,-4500,-3600
1050,All Things Flow Into Form (Fanwu liuxing 凡物流形),-300,-278
1051,Religion at Tell el-Dab'a (ancient Avaris) in Ancient Egypt,-1960,-1550
1052,The Dunhuang Platform Sūtra,780,1000
1054,Wenzi 文子,-202,2021
1055,Taijitu shuo 太極圖說,1050,2021
1056,The ancient Egyptian Amduat - tomb of Thutmose III,-1479,-1425
1057,Fuzi 傅子,217,278
1058,Syŏnggyŏng chikhae kwang-ik,1780,1920
1060,The Taizhou Movement,1500,1600
1062,"Shangshu 尚書 (""Higher Writings""; also, ""Documents"")",-500,1911
1063,"Lunyu 論語, The Analects",-500,1911
1065,Ancient Egypt- Tomb of Nefertari,-1250,-1250
1066,Jiutian xuannü,9,1680
1067,"*Xing zi ming chu 性自命出, Natural Dispositions Come from Endowment",-400,-200
1068,"Longmen Grottoes in Luoyang, Henan Province of P. R. China",1,2021
1069,Religion at Deir el-Medina,-1504,-1069
1070,The Sanctuary of the Egyptian Gods in Marathon,150,200
1071,Digital Shinto Communities,2001,2021
1072,Ancient Egypt - The Temple of Mentuhotep II,-2055,-2004
1073,Chuci zhangju,-139,158
1074,Chuci zhangju,-139,140
1075,Dazhidu lun 大智度論,402,406
1076,Inquisitors of Goa's Santo Ofício,1560,1773
1077,The Cherished Instruction (Baoxun 保訓),-325,-278
1078,Hymns to the Aten,-1352,-1336
1079,Tongshu 通書,1050,2021
1080,Cheng weishi lun 成唯識論,659,660
1081,The Abydos Temple of Khentiamentiu,-2750,-2150
1082,Lion Temple (Apedemak Temple) at Musawwarat es-Sufra,-235,300
1083,Drukpa Kagyü School (Bhutan),1625,2021
1087,The Bogomils,969,1400
1089,"The ""Sarapeion"" of Thessalonica",-210,300
1090,Xuanxue,200,500
1091,Shenmie lun,100,600
1092,Lunyu jijie yishu,400,500
1093,New Religious Movement in South Korea,1860,2021
1094,The Temple Complex at Jebel Barkal,-1500,300
1095,Punjabi (West),1947,1958
1096,The Tomb of Meresankh III,-2620,-2570
1098,Shuzi gua excavated material,-1200,300
1100,Fanyin,-200,-100
1101,Natchez,1710,1730
1102,The Royal Cache - Theban Tomb 320,-1069,-945
1104,Tomb of Nefermaat and Itet (Meidum 16),-2613,-2589
1105,The Tomb of Paser TT367,-1427,602
1106,Old Kingdom Religion at Abydos,-2750,-2150
1107,South Korean Megachurches,1860,2021
1108,Early Christianity and Monasticism in Egypt,0,600
1109,Chan Buddhism in the Song,960,1279
1110,Twana,1845,1875
1112,Xifang Helun 西方合論,1599,1599
1113,The Double-Basilica at Thasos (Aliki),350,500
1117,Ancient Egyptian Book of the Earth – Tomb of Ramesses VI,-1145,-1139
1119,Karnak Temple (New Kingdom),-1550,-1086
1120,Liji 禮記,-551,1911
1121,Sahyadri Khanda (Purana),1400,1800
1122,Religion at El-Kurru - Ancient Nubia,-747,656
1123,Ancient Egypt - Tomb of Amenmose TT318,-1500,-1400
1124,The ancient Egyptian Book of Two Ways,-2000,-1840
1125,Ancient Egypt - the Ramesside Period,-1292,-1070
1126,The Tomb of Khnumhotep I at Beni Hassan,-1992,-1956
1127,Anglican Church of Korea,1890,2021
1129,Ancient Thessalians,-700,476
1130,The Sanctuary of the Egyptian Gods in Dion,-200,300
1132,Three Levels Movement,540,1100
1133,Religion in Greco-Roman Egypt,-305,284
1134,Tiantai,538,2022
1135,Tiger Hill,-496,2021
1136,The Fellowship of Goodness 同善社 (Tongshanshe),1910,1951
1138,Sanctuary of Malophoros,-699,-250
1139,f,8,9
1140,Early Medieval Confucianism,220,589
1141,The Master of the Golden Tower (Jinlouzi 金樓子),502,557
1143,Temple of Hatshepsut at Deir el-Bahri,-1473,348
1144,The Yijing 易經 (The Classic of Changes),-1554,2021
1146,The Great Temple at Abu Simbel,-1279,1968
1147,The Catacombs of Kom el-Shuqafa,69,199
1148,The Pyramid of Unas,-2345,-2315
1149,Christianity in Tang China,618,906
1153,Russian Orthodox Mission in Alaska,1784,1867
1154,The Cult of the Fox,1500,1950
1155,The Pyramid Texts: Pyramid of King Unas (Wnjs),-2375,-2345
1156,Solovetski monastery,1429,1939
1157,Ancient Egypt - The Tomb of Meryre II at Amarna (TA 2),-1335,-1332
1158,Early Daoist text—Commands and Admonitions for the Families of the Great Dao (Dadaojia lingjie大道家令戒),200,500
1159,Zuozhuan,-600,-200
1160,Wuzhen pian 悟真篇,1075,1078
1161,The Pharsalos Metroon,-399,-100
1162,Lingbao dafa,400,1400
1163,Western Learning (Xixue),1600,1900
1164,The Sanctuary of the Egyptian Gods at Gortyn,100,300
1165,Ancient Egypt - Bersheh Coffins and the Book of Two Ways,-2165,-1877
1168,Pagodes of Portuguese Goa,1510,1600
1169,Sanctuary of Zeus Thaulios and Ennodia at Pherai (Makalorema),-800,100
1170,Chongyang Lijiao Shiwu Lun 重陽立教十五論,1200,2021
1171,Yijing Divinatio,-206,1911
1172,Twofold Mystery (Chongxuan 重玄),500,700
1173,Heliopolis Project,-3500,2021
1174,Temple at Busayra,-750,-300
1175,Religion in Northern Hejaz,-1500,-300
1176,Shijing 詩經 (Classic/Book of Odes/Songs),-700,1911
1177,Orphic Tablets,-500,391
1178,Modern Mystery School (MMS),1997,2021
1180,Batak Traditional Religions,1600,2020
1181,Numinous Cliff Mountain Temple (Lingyan shan si 靈岩山寺),-494,2021
1182,Huainanzi 淮南子,-140,220
1183,Religion at Nippur in the Ur III period,-2100,-2000
1184,South Sea God Temple (Nanhai shen miao 南海神廟),594,2021
1185,Religion of Roman Palmyra,-44,272
1186,Shrine at Horvat Qitmit,-800,-586
1187,Sanctuary at Tell Damiyah,-850,-700
1188,Marmarini Stele,-199,-150
1189,Yādiya/Sam'al,-920,-713
1190,Ancient state of Urartu,-850,-580
1191,Religion in Greco-Roman Alexandria,-300,200
1192,Kaharingan,1945,2021
1193,The Cave of the Nymphs at Pharsalos,-499,-30
1194,"The Metroon at Chani Kokkonas (Vale of Tempe, Thessaly)",-399,-100
1195,Sichuan Region map,1,2
1196,K’iche’ (Quiché),1910,1940
1197,Atheism in the Soviet Union,1917,1991
1198,Yazılıkaya Hittite Rock Sanctuary,-1500,-1200
1199,Tiv,1905,1934
1201,The Sanctuary of Demeter and Kore at Eleusis,-1480,394
1202,The Metroon at Demetrias,-250,-150
1203,Book(s) of Daniel,-586,100
1206,Shrine at WT-13,-1000,-550
1207,Female alchemy Tradition,1550,2021
1208,Han tombs with murals,-206,220
1209,Han tombs with murals,-206,220
1210,Mende,1920,1950
1211,Religion in Samuha during the Hittite period,-1600,-1200
1212,Hephaisteion,-480,267
1213,Eleusinion,-650,396
1214,Temple at Tel Arad,-750,-705
1215,Metroon (Athens),-409,267
1216,Mawangdui (tombs),-186,-168
1217,Sanctuary at Tell Qasile,-1150,-586
1218,Yiguan Dao/I-Kuan Tao 一貫道,1870,2021
1219,Chunqiu fanlu,-2,7
1220,The Cult of Chinggis Khan (a.k.a. Genghis Khan) in Mongolia,1227,2023
1221,Temple at Tell Deir 'Alla,-1550,-1185
1222,Vedda,1840,1880
1223,Toda,1885,1910
1224,Duren jing,400,500
1225,Lullingstone Roman Villa House Church,360,425
1226,Tainaron,-500,500
1227,Polytheistic Pre-Islamic South Arabia,-800,360
1228,Lesu,1915,1940
1229,Three Self Patriotic Movement (TSPM),1950,2021
1230,Cult at the Athenian Agora,-600,276
1231,"Shenxiao 神霄 (""Divine Empyrean"") Daoism",1100,2021
1232,Book of Nut,-1300,200
1234,Ashanti,1880,1910
1236,Temple of Ksitigarbha,1757,2022
1237,QAnon,2017,2020
1239,Book(s) of Esther,-400,70
1240,Azande,1900,1935
1241,Taiping 太平 Movement,1837,1866
1243,Shengjing zhijie,1636,1900
1244,Declarations of the Perfected (Zhen'gao 真誥),300,600
1245,"Tabernacle, The",-1200,-1000
1246,Shilluk,1895,1925
1247,Exovedate,1885,1885
1248,Religion in the Old Assyrian Period,-1972,-1718
1249,Cult of the Egyptian Gods at Demetrias,-294,14
1250,Hanbalism,850,1350
1251,Tsonga,1880,1910
1252,Shedachenglun 攝大乘論,525,650
1253,Damascus Document,-200,50
1254,Stoudios Monastery,790,1453
1255,Julian Romance,361,599
1256,Ingalik,1870,1900
1257,Ammonite Religion,-1000,-500
1258,Religion in Judah,-1000,-586
1259,"The LuWang School, the School of Lu Xiangshan and Wang Yangming",1200,1900
1260,Qiṣṣat Dhī al-Qarnayn,850,1250
1261,Anyang,-1300,-1046
1262,Dadanites,-600,0
1263,Judean/Yehudite Colony at Elephantine (Persian period),-500,-399
1264,Judeans in Babylonia,-598,-447
1265,Mozi 墨子,-400,200
1266,"The Baoshan Cemetery, Jingmen, Hubei Province",-400,-278
1267,Pagans Under the Reign of Julian,361,363
1268,Monotheistic Pre-Islamic South Arabia,360,570
1269,Ji shenzhou sanbao gantong lu 集神州三寶感通錄,266,664
1270,The Zhuangzi,-551,1911
1271,Command to Fu Yue 傅說之命,-400,-300
1272,"*The Heart is what is at the center, *Xin shi wei Zhong 心是謂中",-400,-300
1273,mosque,1222,1222
1274,Russian orthodox mission in Japan,1861,1945
1275,Central Andes Formative Period Religion,-1800,0
1276,The Old Monastery of Baramus,380,1500
1277,Bronze Age Cretan; Minoan; Prehistoric Aegean,-2000,-1500
1278,Peak Sanctuary of Petsofas,-2000,-1500
1279,Mandarese Muslims,1593,2004
1280,"(Shanghai) Xiaotaoyuan Mosque, Small Peach Garden Mosque (上海)小桃園清真寺",1917,2022
1281,Otoro Nuba,1910,1945
1282,Babylonian Talmud,70,800
1283,Butonese Muslims,1500,2002
1284,Religion of Phoenicia,-1200,-330
1285,The Small Temple at Abu Simbel,-1279,1968
1286,Mencius,-400,-200
1287,Peak Sanctuary of Mt. Juktas,-2000,-1200
1288,Bailadeiras of Goa,1510,1650
1289,Buginese Muslims,1500,2004
1290,4QInstruction,-100,50
1291,Mañjuśrī Devotionalism,-400,2022
1292,Kourion Episcopal Basilica and Urban Precinct,431,700
1293,The Zapotec or Ben 'Zaa (The Cloud People),-2000,2022
1294,The Autobiography of Adad-guppi,-649,-539
1295,Donatism,311,600
1296,Kourion Coastal Basilica,450,655
1297,Chen-Wei Texts,56,907
1298,Masjid Al-Hilal,1603,1980
1299,Russians (of Viriatino Village),1940,1965
1300,"Enlace de Agentes de Pastoral Indígena (EAPI, Network of Indigenous Ministry Agents)",1990,2022
1301,Moche (Mochica),-200,1000
1302,Emar: A Hittite Vassal in Late Bronze Age Syria,-1400,-1200
1303,Emar: A Hittite Vassal in Late Bronze Age Syria,-1400,-1200
1304,Peyote Religion (Peyotism) and the Native American Church,1875,2022
1305,Three Tianzhu Monasteries 三天竺寺,595,2022
1306,Philistine Religion,-1200,-600
1307,Southern Baptists,1845,2022
1308,Jews and Jewish-Sympathizers in South Arabia,275,530
1309,Circumcellions,315,500
1310,"The byzantine cemetery-hermitage of Saint Onufrius (Onoufrios) in Methoni, south-western Messinia, Peloponnese, Greece)",300,1500
1311,Jehovah's Witnesses,1870,2022
1312,Bishnoi,1400,2022
1313,Masjid Tua Palopo,1604,1905
1314,,500,575
1315,Sāṅkhya: Framework,-1500,100
1316,The Amarna Tomb of Ay,-1349,-1332
1317,The Tomb of Mereruka,-2345,-2287
1318,"The byzantine church of Prophet Ilias (Elijah), in Abysoles, Thalames, messinian Mani, Greece",1250,2022
1319,Reginistas,1968,2022
1320,"The church/(mosque) of Transfiguration of Savior, at Niokastro, Pylos, south-western Messinia, Peloponnese, Greece",1570,2022
1321,Mourides (Muridiyya),1853,2022
1322,Pagans under the Emperor Julian,361,363
1323,Luguru,1910,1935
1324,Taiping jing,150,2022
1325,Sanctuary of Nemesis at Rhamnous,-500,399
1326,Meher Kapısı inscription (Urartian text),-820,-580
1327,Tomb of Sunan Gresik,1419,2020
1328,Táin Bó Cúailnge,500,1300
1329,Pre-Pottery Neolithic in the Near East,-9700,-6600
1330,Papyrus Amherst 63,-399,-100
1331,The Sanctuary of Pasikrata at Demetrias,-294,200
1332,Temple of ʿAthtar dhū-Qabḍ,-600,100
1333,Cult of Thecla,150,600
1334,No-debt Movement in US Evangelicalism,1980,2022
1335,Congregation of the Oratory,1575,1700
1336,Labrang Tashi Khyi Monastery,1710,2022
1337,Tell Afis (Syria),-1200,-600
1338,The Sayings of the Desert Fathers,390,500
1339,The Temple of Millions of Years of Thutmose III,-1470,-1213
1340,International Sivananda Yoga Vedanta Centers,1957,2023
1341,Muslim Students Association of the United States and Canada,1960,2022
1342,Pauline Epistles,50,62
1343,Psychro Cave,-1900,1000
1344,Tibetan Nonsectarianism (ris med),1840,1920
1345,A Sogdian Zoroastrian Prayer,400,900
1346,Sanctuary of Athena Pronaia at Delphi,-750,395
1347,"The Praise of the Bees, Exultet Hymn",500,1500
1348,Disability-focused Christianity for Palestinians,2012,2022
1349,The Dingxiang Wang Cult,1124,1991
1350,Mt. Emei 峨眉山,100,2022
1351,KV 14: Tomb of Tausert and Setnakht,-1186,1184
1352,Śākadvīpīya Brāhmaṇas,2,21
1353,Greco-Roman Religions,-3000,395
1355,Mt. Qingcheng 青城山,143,2022
1356,The Lausiac History,419,420
1357,Encratites,100,400
1358,"Deir el-Bala’izah, Monastery of Abba Apollo",650,800
1359,Shrine at En Hazeva,-700,-550
1360,Mishnah,150,250
1361,The Sanctuary of Apollo Pythios at Delphi,-900,395
1362,The Second Temple (Jerusalem),-515,70
1363,Moche,200,900
1364,Chavin,-900,-200
1365,Nasca,-100,800
1366,Ppo Sah Inâ Temple Tower Complex,1100,2017
1367,Targums,70,601
1368,"Quarrying Cult at Simitthus (Chemtou, Tunisia)",-150,299
1369,Astronomers in Babylon,-750,80
1370,Teda,1935,1960
1371,Twelver Shi'ism in post-revolutionary Iran,1979,2022
1372,Roman Christians (from Nicaea to Chalcedon),325,451
1373,Roman Christians (from Nicaea to Chalcedon),325,451
1374,The Reformed Church (Early Orthodoxy),1560,1620
1375,Epic of Gilgamesh,-1900,-130
1376,African Initiated Churches,1900,2022
1377,Sídhe,600,1800
1378,Monastery of Apa Apollo in Bawit,390,900
1381,Temple of Jupiter Optimus Maximus,-550,700
1385,Literary Texts of Enheduana,-1900,-1500
1386,Liumen (Liu School),1807,1950
1387,Spring and Autumn annals of Master Lü,-247,-239
1389,Writ of the Three Sovereigns,200,1200
1390,Eastern Apache,1855,1880
1391,The Sanctuary of Artemis Orthia (Sparta),-800,400
1392,Messalians,360,900
1393,The Ladder of Divine Ascent,579,650
1394,The First Temple in Jerusalem,-900,-586
1395,The First Temple in Jerusalem,-950,-586
1396,Ptolemaic Egypt - Egyptian Religion,-304,-30
1397,The Classic Period Peripheral Coastal Lowlands Ritual Ballgame Cult,400,1000
1398,Leifeng Pagoda (Leifeng ta 雷峰塔),971,2022
1399,Religion in the Mittani Empire,-1550,-1350
1400,The Buddhist Nuns of 4th - 6th century China,300,516
1401,"The ""On the Divine Names"" of Pseudo Denys the Areopagite",485,528
1402,Nahal Mishmar cave,-4350,-3100
1403,En Gedi ritual complex,-4000,-3800
1404,Religion in Nabataea,-300,450
1405,Asketikon,358,364
1406,Barlaam and Ioasaph,750,1700
1407,Classical Chan Buddhism,750,950
1408,Jinsuo Liuzhu yin 金鎖流珠引,750,1400
1409,Formative Olmec,-1500,-400
1410,Hittite Religion,-1465,-700
1411,Illuyanka,-900,-700
1412,Tenrikyo,1838,2022
1413,The Early Christian basilicas of Amathous,300,800
1414,Traditions of Divine Transcendents (Shenxian zhuan 神仙傳),-3000,320
1415,Anomeans,350,398
1416,Mount Athos,960,2022
1417,Taiyi sheng shui 太一生水,-400,-300
1418,Book of Jonah,-800,-200
1419,Ancient Egyptian Religion in the Early 18th Dynasty,-1550,-1425
1420,Creek,1785,1810
1421,Tian wen 天問,-340,140
1422,Defense of Icon Veneration by John of Damascus,726,730
1424,Santian neijie jing 三天內解經,420,430
1425,Religion at Erlitou,-1800,-1500
1426,Early Missionary Christianity in China,1580,1740
1427,The Chaldaean Oracles,100,199
1428,Votive Deposits,1007,1220
1429,Enheduana's Exaltation of Inana,-2300,1700
1430,Erlitou (Ritual/Ceremonial/Palatial Districts),-1800,1500
1431,Elements of Theology,412,485
1432,Preparation for the Gospel-Demonstration of the Gospel,312,324
1433,Novatians,250,258
1434,Kuna,1912,1937
1435,Cathedral of Hagia Sophia,360,1453
1436,The Monastic School of Gaza,320,536
1437,Temple of Ḫaldi (Ayanis),-680,-650
1438,"The church of Transfiguration of Savior, at Nomitsi, southern Messinia (Outer Mani), Peloponnese, Greece",1200,2022
1439,Celestial Masters,140,600
1440,Basilica of Saint Demetrios,300,1917
1441,Mexica (Aztec) Religion,1325,1521
